time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
0,002959;0,0702;0,0565;-0,7610;0,766
0,004122;0,7878;0,2442;-0,9755;1,277
0,012944;0,5088;0,3438;-0,9897;1,165
0,023030;-0,1483;0,3404;-0,3470;0,508
0,032716;-0,2674;0,3762;0,4054;0,614
0,042550;-0,1568;0,3513;0,7898;0,879
0,053352;-0,0115;0,2484;0,9469;0,979
0,063113;0,2635;0,1302;1,0290;1,070
0,072903;0,8594;0,0401;0,7352;1,132
0,082625;0,9586;0,0120;0,6583;1,163
0,092709;0,9819;-0,0925;0,8012;1,271
0,102730;0,9139;-0,1172;0,7480;1,187
0,113261;1,0476;-0,0658;0,4835;1,156
0,122627;1,0246;-0,0439;0,2303;1,051
0,132696;0,9360;-0,0256;0,0997;0,942
0,142569;0,9173;-0,0527;0,2694;0,957
0,153473;0,8359;-0,0848;0,6062;1,036
0,162917;0,7117;-0,1048;0,7937;1,071
0,172765;0,6921;-0,1007;0,9116;1,149
0,182696;0,7076;-0,0401;0,8360;1,096
0,192898;0,6866;0,0035;0,6825;0,968
0,202595;0,5937;0,0578;0,2684;0,654
0,212979;0,4810;0,0721;-0,1948;0,524
0,222958;0,3635;-0,0182;-0,8160;0,893
0,232598;0,5900;0,1001;-0,2046;0,632
0,242549;0,4773;0,2312;0,0078;0,530
0,252921;0,0493;0,2208;0,1775;0,288
0,263153;0,0042;0,1966;0,0992;0,220
0,272939;0,0522;0,1798;0,0099;0,187
0,282801;0,0335;0,1516;-0,0834;0,176
0,292733;-0,0022;0,1891;-0,0850;0,207
0,302868;-0,0713;0,1917;0,0851;0,221
0,312609;-0,0201;0,1981;0,1750;0,265
0,323730;0,0911;0,1523;0,1269;0,218
0,332830;0,0069;0,0702;-0,0021;0,071
0,342816;0,0907;0,0286;0,0011;0,095
0,352829;0,1659;-0,0499;0,0162;0,174
0,363082;0,1958;-0,0991;0,0412;0,223
0,372870;0,2412;-0,0981;0,0629;0,268
0,382732;0,2439;-0,0787;0,0769;0,268
0,392925;0,2456;-0,0772;0,0252;0,259
0,402680;0,2248;-0,0900;0,0143;0,243
0,412714;0,1721;-0,0695;-0,0490;0,192
0,422822;0,2617;-0,0138;-0,1429;0,298
0,432825;0,3331;0,0520;-0,2479;0,419
0,442736;0,2940;0,1250;-0,3423;0,468
0,452993;0,3200;0,1523;-0,4091;0,541
0,462861;0,4326;0,1634;-0,3793;0,598
0,472813;0,4355;0,1861;-0,3036;0,563
0,482728;0,3050;0,2544;-0,2997;0,498
0,492970;0,3499;0,3561;-0,2811;0,573
0,502758;0,2566;0,4197;-0,2910;0,572
0,512831;0,0063;0,4543;-0,2984;0,544
0,522681;-0,2053;0,5149;-0,2864;0,624
0,533021;-0,4413;0,6623;-0,2667;0,839
0,543046;-0,4012;0,7355;-0,2151;0,865
0,553559;-0,7219;0,8115;-0,2029;1,105
0,566160;-0,6705;0,9025;-0,6608;1,304
0,574021;-0,7745;0,8779;-0,7561;1,394
0,584129;-1,6281;1,1671;-0,6549;2,108
0,592905;-0,7455;0,8738;-0,5590;1,277
0,602997;-0,1782;0,2263;-0,7221;0,777
0,614108;-0,5569;-0,1952;-0,6700;0,893
0,623288;-0,1853;-0,6433;-0,2009;0,699
0,633918;-0,1780;-0,7794;-0,5865;0,992
0,644272;-0,2841;-0,6182;-1,3134;1,479
0,653234;0,2303;-0,6780;-2,0135;2,137
0,663039;0,2278;-0,5976;-2,0709;2,167
0,674686;0,1082;-0,3357;-1,8889;1,922
0,683311;-0,2675;-0,1980;-1,0225;1,075
0,692708;-0,5912;-0,2233;-0,2319;0,673
0,702887;-0,9664;-0,3215;0,4206;1,102
0,713019;-1,1841;-0,3659;1,0198;1,605
0,723408;-1,3844;-0,3107;1,3389;1,951
0,733569;-1,4485;-0,2717;1,4216;2,048
0,744405;-1,3094;-0,1213;1,4595;1,965
0,753055;-1,4707;0,2018;1,1570;1,882
0,763072;-1,8032;0,5055;0,6814;1,993
0,775019;-2,2026;0,8721;0,1889;2,377
0,783542;-2,8231;1,2635;-0,2439;3,103
0,793079;-3,7182;1,6045;-0,3046;4,061
0,802767;-4,3649;1,7684;-0,1517;4,712
0,813007;-4,5003;1,7290;0,1863;4,825
0,823149;-4,5589;1,7752;0,4555;4,914
0,833323;-4,4890;1,6739;0,9567;4,886
0,845071;-4,6148;1,4918;1,3221;5,027
0,854883;-4,9392;1,3792;1,6420;5,385
0,863353;-5,4994;1,2780;1,6821;5,891
0,874721;-5,9808;0,9983;2,3597;6,507
0,883374;-6,1794;0,7152;2,6460;6,760
0,893356;-6,0922;0,5040;2,3876;6,563
0,902984;-5,7441;0,6176;2,0259;6,122
0,912749;-5,1763;0,8111;1,3995;5,423
0,922905;-4,7196;0,8237;0,1082;4,792
0,933372;-4,1819;0,5967;-0,9632;4,333
0,943955;-3,6255;0,0985;-1,1226;3,797
0,954766;-3,3990;-0,5010;-0,2469;3,445
0,963263;-3,7305;-1,9935;1,7588;4,581
0,973321;-1,3168;-0,0653;2,7265;3,029
0,983437;-0,4253;-0,1587;2,4851;2,526
0,993335;-0,4748;-1,5304;3,1415;3,527
1,002868;-0,6621;-1,9449;3,5276;4,082
1,013048;-0,4351;-1,9260;3,1268;3,698
1,022921;0,2223;-1,7819;2,2683;2,893
1,033004;0,9528;-1,3893;1,5050;2,259
1,042923;1,1915;-0,8873;0,7475;1,663
1,053931;1,4840;-0,6414;-0,0338;1,617
1,063015;1,8510;-0,3545;-0,8563;2,070
1,073867;2,2032;-0,0439;-1,7631;2,822
1,083263;2,4989;0,2555;-2,4764;3,527
1,093048;2,5719;0,3539;-2,9543;3,933
1,102957;2,7841;0,4090;-3,2093;4,268
1,113008;3,0971;0,5848;-3,2936;4,559
1,123240;3,4020;0,5898;-3,2068;4,712
1,133186;3,5758;0,5267;-3,0585;4,735
1,143246;3,5297;0,4482;-2,7306;4,485
1,154980;3,3156;0,3430;-2,1078;3,944
1,171021;3,0050;0,0404;-1,5417;3,378
1,174063;3,0518;-0,3006;-0,8758;3,189
1,185280;3,5665;-0,0915;-0,1166;3,570
1,193030;3,5015;0,6406;1,5211;3,871
1,202872;2,6378;-0,3006;2,1027;3,387
1,212951;2,3955;-1,1468;3,1097;4,089
1,223090;3,4784;-0,5345;3,3596;4,865
1,232975;3,8974;-0,0126;3,5725;5,287
1,243568;2,8300;0,1796;3,2517;4,314
1,253898;2,2630;-0,5665;3,2888;4,032
1,263785;2,9408;-0,8371;3,4161;4,585
1,274286;3,3935;-0,4553;3,6151;4,979
1,283123;3,1753;-0,2599;4,0572;5,159
1,293145;3,0886;-0,5146;4,3203;5,336
1,303309;3,4510;-1,1839;4,7327;5,976
1,313293;3,8913;-1,8370;4,9372;6,549
1,322938;3,6976;-2,3314;4,6795;6,404
1,332996;2,6814;-1,9745;3,5030;4,833
1,343142;1,4223;-1,1590;1,9369;2,668
1,353099;0,3414;-0,6555;0,9859;1,232
1,369960;-0,4780;-0,3718;1,2989;1,433
1,372817;-0,9791;-0,1697;2,3828;2,582
1,390417;-1,5388;-0,0828;3,3484;3,686
1,393000;-2,3104;-0,1046;3,8345;4,478
1,402975;-3,2594;-0,0671;3,6700;4,909
1,413141;-3,9737;0,0093;3,2997;5,165
1,423146;-4,3562;0,1192;2,8513;5,208
1,433066;-4,4082;0,1419;2,3048;4,976
1,442854;-4,3085;0,0555;1,5128;4,567
1,453007;-4,7309;-0,0923;0,8195;4,802
1,466158;-5,4321;-0,3289;0,2184;5,446
1,479891;-6,1269;-0,6218;-0,7512;6,204
1,483084;-6,5179;-1,4630;-1,7636;6,909
1,493084;-6,8904;-2,0245;-2,7413;7,687
1,503063;-6,9074;-2,2412;-4,2293;8,404
1,513060;-6,9178;-2,1560;-6,2070;9,541
1,523218;-6,9452;-2,3114;-8,0165;10,856
1,533186;-6,8377;-2,4989;-9,8695;12,264
1,543798;-7,2496;-2,9094;-10,7166;13,261
1,552844;-8,1129;-3,2563;-10,4857;13,652
1,566329;-8,1813;-3,7751;-9,9692;13,438
1,584584;-8,0516;-4,2939;-8,9877;12,808
1,586722;-8,2831;-3,8574;-7,3937;11,754
1,593116;-8,2963;-2,5113;-5,8564;10,461
1,603053;-8,2324;-0,6383;-4,7888;9,545
1,613339;-8,1969;0,7345;-4,4864;9,373
1,623201;-8,0621;1,3613;-4,6594;9,411
1,633154;-7,5749;1,3020;-4,3114;8,813
1,642990;-7,2182;1,2110;-2,6353;7,779
1,653115;-7,7076;1,2779;0,2293;7,816
1,669690;-6,6900;0,7657;2,4931;7,180
1,673024;-6,6819;0,8350;6,9267;9,660
1,686580;-6,2661;1,1152;11,7906;13,399
1,693015;-5,3739;1,1422;15,4650;16,412
1,703610;-4,2169;0,9857;16,2656;16,832
1,713169;-2,7511;0,8177;15,1912;15,460
1,722943;-1,7454;1,1345;12,9513;13,118
1,733034;-0,7178;1,3228;10,3072;10,417
1,742959;0,1318;1,2439;7,7935;7,893
1,753194;0,7073;0,8400;6,0793;6,178
1,765363;1,2584;0,7042;4,8035;5,015
1,778749;1,9245;0,7023;2,8617;3,519
1,785112;2,4710;0,6433;1,0131;2,747
1,795830;2,7736;0,3218;-0,5724;2,850
1,803229;3,3083;0,1320;-1,8564;3,796
1,813111;3,9558;0,2257;-3,4622;5,262
1,823014;4,7181;0,3401;-4,2462;6,357
1,832838;5,0143;0,6046;-5,1671;7,226
1,843256;6,0889;0,1527;-6,7097;9,062
1,852940;6,0794;-0,1991;-8,6299;10,558
1,868455;6,0470;-0,5963;-10,0183;11,717
1,873416;5,6801;-0,9392;-10,5169;11,990
1,887986;5,5432;-1,3928;-10,0890;11,595
1,894812;5,2563;-1,4456;-8,9802;10,505
1,902897;4,8370;-1,3707;-7,4945;9,025
1,913275;5,1050;-1,2718;-6,0945;8,051
1,923088;5,7651;-1,1961;-5,3046;7,925
1,933643;6,3534;-1,2031;-4,7243;8,008
1,943270;6,5567;-1,2994;-3,9347;7,756
1,953105;6,2120;-1,4554;-2,2541;6,767
1,969675;6,1773;-1,7325;0,5779;6,442
1,974712;6,5412;-2,3376;5,3409;8,762
1,988300;7,2141;-2,5493;12,5096;14,664
1,996017;7,6545;-2,3964;18,4511;20,119
2,005578;6,0892;-1,9784;21,0954;22,046
2,013575;4,3112;-2,2523;21,8145;22,350
2,022937;3,0277;-2,3455;18,5465;18,938
2,033180;1,3070;-1,5539;13,8185;13,967
2,043013;-0,8318;-0,3211;8,7471;8,792
2,053204;-2,2430;0,7453;4,9105;5,450
2,065216;-3,0257;1,4114;2,8145;4,367
2,080643;-3,4183;1,4586;2,0255;4,233
2,082650;-3,5968;1,4420;2,2509;4,481
2,092942;-4,3154;1,5196;2,2074;5,080
2,104760;-5,1634;1,3499;1,3809;5,513
2,113343;-5,6077;0,7028;0,0995;5,652
2,123075;-6,1854;0,2010;-1,5809;6,387
2,133203;-6,4420;-0,4635;-3,1847;7,201
2,143433;-6,5338;-0,9632;-5,0881;8,337
2,153291;-7,0333;-1,3661;-6,7169;9,821
2,167418;-7,6491;-1,7143;-7,9854;11,190
2,173221;-8,3022;-2,0631;-9,5369;12,812
2,184185;-8,6183;-2,1954;-11,0030;14,148
2,193849;-9,4177;-2,3643;-12,3195;15,686
2,203942;-10,9416;-2,7478;-13,4144;17,528
2,213447;-11,2970;-3,4209;-13,9761;18,294
2,223836;-10,4580;-3,4507;-13,8124;17,665
2,233769;-9,8299;-3,3261;-12,1892;16,008
2,243394;-9,5449;-3,4962;-9,1371;13,668
2,253552;-9,3015;-3,3569;-3,9854;10,662
2,265421;-9,0049;-3,2834;1,4374;9,692
2,285230;-8,8572;-3,2213;6,3499;11,364
2,287429;-8,7648;-3,0063;9,6478;13,377
2,294050;-8,3556;-2,8664;10,9106;14,038
2,303338;-7,2953;-2,5561;10,6290;13,143
2,315346;-6,0601;-1,4234;9,4206;11,292
2,322947;-4,1954;-0,0782;8,8903;9,831
2,333096;-2,6824;0,4798;11,3694;11,691
2,343191;-1,4720;-0,0838;14,0693;14,146
2,353401;-0,3456;-0,2564;14,1674;14,174
2,364826;0,6625;-0,0533;12,4040;12,422
2,381811;0,9268;0,0722;11,2847;11,323
2,384062;0,3742;0,1892;11,1646;11,172
2,392993;0,5966;0,3934;10,8727;10,896
2,403435;1,5901;0,6137;9,2598;9,415
2,414219;2,4315;0,6566;7,0964;7,530
2,424904;3,4200;0,3322;4,8897;5,976
2,432949;4,4971;-0,0450;2,3821;5,089
2,443089;4,4275;-0,2691;0,1257;4,437
2,453376;3,7890;-0,7537;-3,3079;5,086
2,463015;3,9874;-1,3125;-6,2879;7,560
2,475946;4,4530;-1,5030;-8,1163;9,379
2,493751;4,5472;-1,4953;-9,8583;10,959
2,496303;4,2023;-1,5861;-11,7004;12,533
2,503162;3,9988;-1,5650;-13,1028;13,788
2,513777;3,9174;-0,9649;-13,7751;14,354
2,525985;4,2756;-0,3694;-13,9759;14,620
2,532894;3,0742;-1,0524;-14,9683;15,317
2,543060;3,0743;-1,5818;-15,4582;15,840
2,553084;4,1106;-1,9153;-14,0384;14,753
2,563258;5,0651;-2,3244;-10,0110;11,458
2,575243;6,0121;-2,8710;-5,2768;8,499
2,591750;6,9599;-3,2492;-0,8716;7,730
2,594330;7,5100;-3,5077;2,1434;8,561
2,603136;7,1001;-3,0694;1,4697;7,874
2,614558;6,0182;-1,9928;-1,4128;6,495
2,623982;3,5676;-0,3631;-3,9274;5,318
2,633456;2,1877;0,3693;-3,8925;4,480
2,642893;4,5974;-1,2346;0,5432;4,791
2,653970;6,2896;-2,3418;7,3472;9,951
2,663246;6,1424;-3,1441;14,3633;15,935
2,674768;4,4132;-3,6881;20,0566;20,865
2,692480;3,0139;-3,9446;22,6574;23,195
2,694755;1,4511;-3,0474;20,6902;20,964
2,703063;-0,3841;-1,6766;16,8146;16,902
2,713403;-2,2649;-0,2170;12,0769;12,289
2,724037;-3,0214;0,7172;7,8721;8,462
2,733860;-2,9068;1,0623;4,2273;5,239
2,742854;-2,7065;1,0058;1,5063;3,257
2,752809;-2,8823;0,5275;0,1182;2,933
2,763479;-3,2775;-0,4323;-1,0090;3,456
2,777081;-3,9285;-1,1654;-2,7307;4,924
2,783157;-4,4617;-1,6603;-4,6478;6,653
2,792899;-5,1598;-1,9749;-8,0399;9,755
2,803077;-5,9630;-2,3551;-11,3085;12,999
2,812981;-6,4771;-2,7214;-13,3129;15,053
2,823026;-7,7262;-2,4584;-15,6775;17,650
2,833563;-7,6983;-1,3952;-15,8938;17,715
2,843502;-7,5872;-1,3737;-16,6589;18,357
2,853435;-7,0180;-2,3410;-16,0895;17,709
2,862971;-7,5724;-2,8322;-13,6860;15,896
2,873006;-8,0477;-2,5656;-9,2624;12,536
2,890596;-7,5105;-2,7484;-3,6420;8,788
2,893181;-6,7275;-3,2676;1,7061;7,671
2,902811;-5,5804;-3,4740;6,1651;9,012
2,912844;-4,4677;-2,6584;8,7050;10,139
2,923280;-3,9063;-1,0964;8,4390;9,364
2,933390;-4,2997;-0,4409;5,9577;7,360
2,945403;-4,9597;-0,6185;4,0530;6,435
2,953007;-5,2664;-0,8401;4,7327;7,130
2,962906;-4,5866;-1,0218;7,3981;8,764
2,976219;-2,0782;-0,4372;9,0508;9,297
2,983107;0,1954;-0,0358;10,1647;10,167
2,992730;-0,2762;-1,5137;13,8215;13,907
3,002922;-0,7766;-3,4642;15,6697;16,067
3,012946;0,1753;-4,1940;15,5899;16,145
3,022871;1,3215;-3,6098;14,0393;14,556
3,033028;1,3326;-2,8886;11,1696;11,614
3,043249;1,0726;-2,1237;7,3003;7,678
3,052952;1,3295;-1,5944;3,2743;3,877
3,063808;2,0371;-1,3880;-0,1479;2,469
3,080682;2,9513;-1,3755;-2,3317;4,005
3,082594;3,8463;-1,8250;-3,4426;5,475
3,096290;4,5217;-2,4261;-3,1231;6,007
3,108893;4,2661;-2,4682;-4,8751;6,932
3,120511;4,3440;-2,5219;-6,5501;8,254
3,122735;4,0245;-2,0910;-8,2224;9,390
3,133203;3,2837;-1,7896;-9,9524;10,632
3,152293;2,7896;-1,8368;-11,0360;11,530
3,155282;2,3812;-1,8340;-11,5886;11,972
3,165398;1,7313;-1,5865;-11,5731;11,809
3,179512;1,4396;-1,8383;-11,6518;11,883
3,197116;1,3014;-1,8628;-11,4588;11,682
3,200379;1,7366;-2,3109;-10,5515;10,940
3,202739;2,0813;-1,9928;-6,6022;7,204
3,221048;3,1712;-1,7028;-2,4819;4,372
3,223747;3,3197;-2,0320;-0,5167;3,926
3,233219;3,1112;-2,1306;-0,2698;3,780
3,255465;3,8919;-1,4299;-0,5911;4,188
3,257802;4,2955;-0,5989;-0,9133;4,432
3,265078;4,6239;0,1047;-0,3657;4,640
3,276208;4,7500;0,8613;1,6065;5,088
3,291739;3,6977;1,4623;4,4798;5,990
3,293780;1,1815;1,4902;6,8807;7,139
3,302978;0,1479;0,1940;9,9178;9,921
3,313129;1,3505;-2,2403;15,3136;15,535
3,323118;4,0111;-3,9845;16,7130;17,643
3,333048;4,1758;-2,2927;10,0518;11,124
3,343524;4,1060;-1,9184;7,3334;8,621
3,353550;3,5402;-1,5811;6,0066;7,149
3,365198;2,6166;-0,7907;3,6771;4,582
3,373110;1,6846;-0,3123;1,1575;2,068
3,384482;2,5396;0,2111;-1,1474;2,795
3,393322;2,1667;0,4524;0,2189;2,224
3,402893;0,1394;0,2431;1,1109;1,146
3,412889;-2,1885;-0,4912;0,4454;2,287
3,422814;-4,1256;-1,3378;0,5911;4,377
3,433030;-4,4957;-1,5724;1,3085;4,939
3,443074;-4,1868;-1,4248;2,0572;4,878
3,452989;-4,3047;-0,6541;1,7715;4,701
3,464103;-4,2593;0,4294;1,2731;4,466
3,473116;-4,1308;1,3982;0,4416;4,383
3,483142;-4,5190;0,7968;-0,7683;4,653
3,493180;-4,5601;-0,4930;-1,2125;4,744
3,502898;-4,6188;-1,8754;-1,2661;5,143
3,512933;-4,3274;-2,9155;-1,4294;5,410
3,522972;-3,4234;-3,4347;-1,8443;5,188
3,533303;-3,1636;-3,3394;-1,9276;4,988
3,542764;-3,7113;-3,0345;-2,0735;5,223
3,552895;-5,2935;-2,5755;-2,9879;6,602
3,570286;-6,5852;-2,2555;-4,2503;8,156
3,573290;-7,2483;-2,6420;-4,9863;9,186
3,588214;-6,2433;-3,5240;-4,8282;8,643
3,593039;-4,2595;-4,3037;-2,5972;6,589
3,603474;-3,0065;-4,8704;1,1199;5,832
3,612853;-3,3085;-5,2872;5,8086;8,523
3,623008;-4,2501;-5,4283;10,5484;12,602
3,633085;-4,5077;-5,2732;13,5303;15,205
3,642824;-3,8372;-4,7410;13,8423;15,126
3,653714;-3,0528;-3,8811;12,0972;13,066
3,669083;-2,2754;-3,0434;8,8048;9,590
3,685874;-1,6807;-2,5948;5,0885;5,954
3,688241;-1,3991;-2,2484;1,4492;3,019
3,692840;-1,3210;-1,9858;-1,7911;2,983
3,702682;-1,0595;-1,8731;-4,2887;4,798
3,713036;-0,5503;-1,6064;-6,2522;6,479
3,722873;0,1258;-1,4043;-7,0203;7,161
3,732859;0,6899;-1,1828;-6,8264;6,962
3,743050;1,0662;-0,9702;-5,7297;5,908
3,753137;1,2891;-0,9427;-4,2633;4,553
3,767595;1,2071;-0,8987;-2,9428;3,305
3,783736;0,9988;-0,7429;-1,8457;2,226
3,785359;0,8986;-0,6383;-0,8326;1,381
3,792888;0,9807;-0,6197;-0,1606;1,171
3,803243;1,0924;-0,5099;0,1255;1,212
3,813370;1,0075;-0,2218;0,1918;1,049
3,823069;0,7515;0,1011;0,1349;0,770
3,833082;0,4935;0,2847;-0,1235;0,583
3,842938;0,2643;0,2870;-0,5743;0,694
3,853076;0,3708;0,1342;-1,1765;1,241
3,867330;0,9697;-0,1704;-1,8040;2,055
3,884804;1,7440;-0,3989;-2,3137;2,925
3,887783;2,8221;-0,5974;-2,0561;3,542
3,893483;3,1187;-0,3897;-2,0964;3,778
3,903029;2,9354;-0,2688;-1,6757;3,391
3,913229;3,0595;-0,3829;-0,4882;3,122
3,923006;3,4109;-0,6336;1,1170;3,645
3,933275;4,0010;-1,2916;2,9576;5,140
3,942983;4,5095;-2,2873;4,7267;6,922
3,953378;4,6427;-2,9283;6,1723;8,260
3,969247;4,1462;-3,0252;7,4639;9,058
3,973273;2,7007;-2,3633;7,6062;8,410
3,988406;0,9941;-1,3044;6,5930;6,794
3,993095;0,1710;-0,8427;5,6798;5,745
4,002795;0,2105;-0,7307;4,8378;4,897
4,013044;0,5949;-0,8902;3,4623;3,624
4,023256;1,0466;-1,3130;1,5297;2,271
4,033083;1,0719;-1,6250;-0,0642;1,948
4,042992;0,8384;-1,8032;-1,2758;2,363
4,053109;0,5951;-1,8858;-2,0799;2,870
4,068264;0,3741;-1,8284;-2,5307;3,144
4,086080;0,1706;-1,6494;-2,7155;3,182
4,088066;0,0607;-1,4193;-2,5700;2,937
4,093870;0,0039;-1,1394;-2,0979;2,387
4,102839;-0,3175;-0,9189;-1,7051;1,963
4,112759;-0,8537;-0,7377;-1,5355;1,905
4,123047;-1,3775;-0,6572;-1,5588;2,182
4,132915;-1,7626;-0,5701;-1,7288;2,534
4,142967;-2,1085;-0,4349;-1,9456;2,902
4,153014;-2,2291;-0,3933;-2,0636;3,063
4,167365;-2,1599;-0,3511;-2,1057;3,037
4,182867;-1,9420;-0,1996;-1,7711;2,636
4,185038;-1,6414;-0,1667;-1,3028;2,102
4,193929;-1,4675;-0,1544;-0,7437;1,652
4,203207;-1,5458;-0,1184;0,0388;1,551
4,212844;-1,7392;-0,1855;0,8524;1,946
4,223194;-1,8611;-0,2995;1,5526;2,442
4,233144;-1,9519;-0,3805;1,9527;2,787
4,243166;-1,9287;-0,3492;2,0708;2,851
4,253266;-1,8760;-0,2895;2,0855;2,820
4,266706;-1,9716;-0,2495;1,8765;2,733
4,286622;-2,1614;-0,1776;1,3746;2,568
4,289013;-2,2843;-0,1740;0,7576;2,413
4,295211;-2,3764;-0,3668;0,2558;2,418
4,303817;-2,5953;-0,3519;-0,1466;2,623
4,313192;-2,4969;-0,5545;0,0092;2,558
4,322966;-2,2564;-0,5343;0,4647;2,365
4,333751;-2,0139;-0,4482;1,0630;2,321
4,343301;-2,0053;-0,1482;1,6265;2,586
4,353380;-2,1603;0,2431;1,8879;2,879
4,367782;-1,9566;0,0672;2,2010;2,946
4,373056;-2,1932;-0,1127;2,4818;3,314
4,389512;-2,3562;-0,5411;2,8165;3,712
4,392921;-2,5113;-1,4208;3,1148;4,246
4,403763;-2,2122;-2,0234;3,4949;4,605
4,413213;-1,8125;-2,1737;3,5368;4,530
4,422918;-1,7250;-2,2796;3,4403;4,473
4,433233;-1,9349;-2,3827;3,4161;4,592
4,443216;-2,0649;-2,5071;3,3069;4,635
4,453058;-2,2461;-2,4255;3,0222;4,479
4,467463;-2,5204;-2,1290;2,3676;4,061
4,473302;-2,5670;-1,7922;1,5270;3,483
4,489166;-2,3119;-1,4586;0,4934;2,778
4,493156;-1,9417;-1,2381;-0,3247;2,326
4,503995;-1,5669;-0,9948;-0,9048;2,065
4,516110;-1,2999;-0,7443;-1,4071;2,055
4,523047;-1,2875;-0,5333;-1,7214;2,215
4,533234;-1,3249;-0,4062;-1,8204;2,288
4,543110;-1,2553;-0,5170;-1,8787;2,318
4,553329;-1,1329;-0,6805;-2,0164;2,411
4,566395;-0,8983;-0,8645;-1,9719;2,333
4,586937;-0,6757;-0,9314;-1,8525;2,181
4,589040;-0,4545;-0,9617;-1,7726;2,067
4,594232;-0,3686;-0,8887;-1,7240;1,974
4,604319;-0,4416;-0,7839;-1,7871;2,001
4,614519;-0,5506;-0,6834;-1,7792;1,984
4,623119;-0,6576;-0,5014;-1,7406;1,927
4,633120;-0,5747;-0,3247;-1,7789;1,897
4,642894;-0,3784;-0,2513;-1,8876;1,941
